memory_growth,logical_devices,core_freq,gpu_freq,emc_freq,num_cores,scheduler.policy,vm.swappiness,vm.vfs_cache_pressure,vm.dirty_background_ratio,vm.drop_caches,vm.nr_hugepages,vm.overcommit_ratio,vm.overcommit_memory,vm.overcommit_hugepages,kernel.sched_child_runs_first,kernel.sched_rt_runtime_us,vm.dirty_bytes,vm.dirty_background_bytes,vm.dirty_ratio,swap_memory,kernel.max_pids,kernel.sched_latency_ns,kernel.sched_nr_migrate,kernel.cpu_time_max_percent,kernel.sched_time_avg_ms,total_energy_consumption,bug_id,method,num_samples,gain
0.9,2.0,499200.0,1804800.0,800000000.0,4.0,0.0,60.0,100.0,10.0,0.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,96000000.0,256.0,50.0,1000.0,65894,25.0,bugdoc,266,60.07456547249118
0.9,2.0,2112000.0,499200.0,800000000.0,4.0,0.0,60.0,100.0,10.0,0.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,96000000.0,256.0,50.0,1000.0,63565,25.0,bugdoc,266,61.48571575953655
0.9,2.0,1804800.0,499200.0,800000000.0,4.0,0.0,60.0,100.0,10.0,0.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,96000000.0,256.0,50.0,1000.0,63370,25.0,bugdoc,266,61.60386702873958
0.9,2.0,499200.0,499200.0,800000000.0,4.0,0.0,60.0,100.0,10.0,0.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,96000000.0,256.0,50.0,1000.0,60485,25.0,bugdoc,266,63.35189990899974
0.9,2.0,499200.0,499200.0,800000000.0,4.0,0.0,60.0,100.0,10.0,0.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,96000000.0,256.0,50.0,1000.0,64441,25.0,bugdoc,266,60.95494390403988
0.9,2.0,2112000.0,268800.0,800000000.0,2.0,0.0,60.0,100.0,10.0,0.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,96000000.0,256.0,50.0,1000.0,62321,25.0,bugdoc,266,62.239460266657396
0.9,2.0,2112000.0,268800.0,800000000.0,2.0,0.0,100.0,100.0,10.0,0.0,2.0,60.0,1.0,2.0,1.0,950000.0,60.0,60.0,50.0,1.0,32768.0,96000000.0,256.0,50.0,1000.0,57998,25.0,bugdoc,266,64.85878301929681
0.9,2.0,2265600.0,1804800.0,800000000.0,4.0,0.0,60.0,100.0,10.0,0.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,96000000.0,256.0,50.0,1000.0,62890,25.0,bugdoc,266,61.894700922162414
0.9,2.0,2112000.0,268800.0,800000000.0,2.0,0.0,100.0,100.0,10.0,0.0,2.0,60.0,1.0,1.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,96000000.0,256.0,50.0,1000.0,62129,25.0,bugdoc,266,62.35579382402654
0.9,2.0,2112000.0,268800.0,800000000.0,1.0,0.0,60.0,500.0,10.0,0.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,50.0,1.0,32768.0,96000000.0,256.0,50.0,1000.0,59946,25.0,bugdoc,266,63.678482135155804
0.5,2.0,1420800.0,1804800.0,600000000.0,2.0,0.0,60.0,500.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,950000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,128.0,50.0,2000.0,60456,26.0,bugdoc,266,61.74116460268162
0.5,2.0,1420800.0,499200.0,600000000.0,2.0,0.0,60.0,500.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,950000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,128.0,50.0,2000.0,63087,26.0,bugdoc,266,60.076168639826896
0.5,1.0,1420800.0,499200.0,600000000.0,2.0,0.0,60.0,500.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,950000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,128.0,50.0,2000.0,60687,26.0,bugdoc,266,61.59497909625081
0.5,2.0,499200.0,1804800.0,600000000.0,2.0,0.0,60.0,500.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,950000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,128.0,50.0,2000.0,61800,26.0,bugdoc,266,60.89063074708423
0.5,2.0,1420800.0,499200.0,1866000000.0,2.0,0.0,60.0,500.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,950000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,128.0,50.0,2000.0,60241,26.0,bugdoc,266,61.87722470606959
0.5,2.0,499200.0,499200.0,1866000000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,950000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,128.0,50.0,2000.0,57539,26.0,bugdoc,266,63.58715214492685
0.5,2.0,1420800.0,499200.0,1866000000.0,2.0,0.0,60.0,500.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,950000.0,30.0,30.0,5.0,1.0,65536.0,24000000.0,128.0,50.0,2000.0,62461,26.0,bugdoc,266,60.472325033877475
0.5,2.0,499200.0,499200.0,1866000000.0,2.0,0.0,60.0,500.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,950000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,128.0,50.0,2000.0,61924,26.0,bugdoc,266,60.81215887350232
0.5,2.0,499200.0,268800.0,1866000000.0,2.0,0.0,60.0,500.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,950000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,128.0,50.0,2000.0,61017,26.0,bugdoc,266,61.386142658492524
0.5,2.0,1420800.0,499200.0,408000000.0,2.0,0.0,60.0,500.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,950000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,128.0,50.0,2000.0,57211,26.0,bugdoc,266,63.79472290730478
0.5,1.0,499200.0,499200.0,1866000000.0,2.0,0.0,60.0,500.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,950000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,128.0,50.0,2000.0,57418,26.0,bugdoc,266,63.663725505438215
0.5,1.0,1420800.0,499200.0,408000000.0,2.0,0.0,60.0,500.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,950000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,128.0,50.0,2000.0,63135,26.0,bugdoc,266,60.04579243069842
0.5,2.0,806400.0,1804800.0,204000000.0,2.0,0.0,60.0,500.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,950000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,128.0,50.0,2000.0,56726,26.0,bugdoc,266,64.10164918704044
0.5,2.0,499200.0,1804800.0,600000000.0,1.0,0.0,60.0,500.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,950000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,128.0,50.0,2000.0,59278,26.0,bugdoc,266,62.48664740170968
0.5,1.0,499200.0,499200.0,1866000000.0,2.0,0.0,60.0,500.0,10.0,3.0,2.0,50.0,1.0,2.0,1.0,950000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,128.0,50.0,2000.0,57380,26.0,bugdoc,266,63.687773337664936
0.5,2.0,806400.0,1804800.0,204000000.0,2.0,1.0,60.0,500.0,80.0,3.0,2.0,50.0,1.0,2.0,1.0,950000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,128.0,50.0,2000.0,62766,26.0,bugdoc,266,60.2793095383736
0.5,1.0,1267200.0,499200.0,600000000.0,1.0,1.0,60.0,100.0,10.0,0.0,1.0,60.0,0.0,1.0,1.0,950000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,256.0,100.0,2000.0,55109,27.0,bugdoc,266,61.799504972356424
0.5,1.0,1267200.0,499200.0,1331200000.0,1.0,1.0,60.0,100.0,10.0,0.0,1.0,60.0,1.0,1.0,0.0,950000.0,60.0,60.0,5.0,4.0,65536.0,96000000.0,256.0,100.0,1000.0,56402,27.0,bugdoc,266,60.90322233121355
0.5,1.0,1267200.0,499200.0,1331200000.0,1.0,1.0,60.0,100.0,10.0,0.0,1.0,60.0,0.0,1.0,0.0,950000.0,60.0,60.0,5.0,4.0,65536.0,96000000.0,256.0,100.0,1000.0,55837,27.0,bugdoc,266,61.29486942498441
0.5,1.0,1267200.0,499200.0,1866000000.0,1.0,1.0,60.0,100.0,10.0,0.0,1.0,60.0,0.0,1.0,0.0,950000.0,60.0,60.0,5.0,4.0,65536.0,96000000.0,256.0,100.0,1000.0,55149,27.0,bugdoc,266,61.77177774447884
0.5,1.0,1267200.0,499200.0,600000000.0,1.0,1.0,60.0,100.0,10.0,0.0,1.0,60.0,0.0,1.0,1.0,950000.0,60.0,60.0,5.0,4.0,65536.0,96000000.0,256.0,100.0,1000.0,54141,27.0,bugdoc,266,62.470503886993946
0.5,1.0,1267200.0,499200.0,1866000000.0,1.0,1.0,60.0,100.0,10.0,0.0,1.0,60.0,0.0,1.0,0.0,950000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,256.0,100.0,1000.0,52127,27.0,bugdoc,266,63.86656981063027
0.5,1.0,1267200.0,2265600.0,1331200000.0,1.0,1.0,60.0,100.0,10.0,0.0,1.0,60.0,0.0,1.0,0.0,950000.0,60.0,60.0,5.0,4.0,65536.0,96000000.0,256.0,100.0,1000.0,53328,27.0,bugdoc,266,63.03405979360582
0.9,2.0,1267200.0,499200.0,1331200000.0,1.0,1.0,60.0,100.0,10.0,0.0,1.0,60.0,0.0,1.0,0.0,950000.0,60.0,60.0,5.0,4.0,65536.0,96000000.0,256.0,100.0,1000.0,54575,27.0,bugdoc,266,62.16966346452216
0.5,1.0,1267200.0,499200.0,1331200000.0,1.0,1.0,60.0,100.0,10.0,0.0,1.0,60.0,0.0,1.0,0.0,950000.0,60.0,60.0,5.0,4.0,65536.0,96000000.0,256.0,50.0,1000.0,56808,27.0,bugdoc,266,60.62179096825607
0.5,1.0,1267200.0,499200.0,1331200000.0,1.0,1.0,60.0,100.0,10.0,0.0,1.0,60.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,4.0,65536.0,96000000.0,256.0,100.0,1000.0,50682,27.0,bugdoc,266,64.86821591770797
0.9,1.0,1267200.0,499200.0,1331200000.0,1.0,1.0,60.0,100.0,10.0,0.0,1.0,60.0,0.0,1.0,0.0,950000.0,60.0,60.0,5.0,4.0,65536.0,96000000.0,256.0,100.0,1000.0,55528,27.0,bugdoc,266,61.509062260338744
0.5,1.0,1267200.0,499200.0,1866000000.0,1.0,1.0,60.0,100.0,10.0,0.0,1.0,60.0,0.0,1.0,1.0,950000.0,60.0,60.0,5.0,4.0,65536.0,96000000.0,256.0,100.0,1000.0,52947,27.0,bugdoc,266,63.298161639139806
0.5,1.0,1267200.0,499200.0,1331200000.0,1.0,1.0,60.0,100.0,10.0,0.0,1.0,60.0,0.0,1.0,1.0,950000.0,60.0,60.0,5.0,4.0,65536.0,96000000.0,256.0,100.0,2000.0,54571,27.0,bugdoc,266,62.17243618730992
0.5,1.0,499200.0,2265600.0,1331200000.0,1.0,1.0,60.0,100.0,10.0,0.0,1.0,60.0,0.0,1.0,0.0,950000.0,60.0,30.0,5.0,4.0,65536.0,96000000.0,256.0,100.0,1000.0,55083,27.0,bugdoc,266,61.817527670476856
0.5,1.0,1804800.0,2265600.0,1331200000.0,1.0,1.0,60.0,100.0,10.0,0.0,1.0,60.0,0.0,1.0,0.0,950000.0,60.0,30.0,5.0,4.0,65536.0,96000000.0,256.0,100.0,1000.0,54031,27.0,bugdoc,266,62.54675376365731
0.5,1.0,1267200.0,499200.0,2133000000.0,1.0,1.0,60.0,100.0,10.0,0.0,1.0,60.0,0.0,1.0,1.0,950000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,256.0,100.0,2000.0,57101,27.0,bugdoc,266,60.418689024052775
0.5,1.0,1651200.0,499200.0,600000000.0,2.0,1.0,100.0,500.0,80.0,3.0,1.0,50.0,1.0,2.0,1.0,500000.0,30.0,60.0,5.0,1.0,32768.0,24000000.0,256.0,50.0,2000.0,53126,28.0,bugdoc,266,62.428990623259516
0.5,1.0,1651200.0,1804800.0,600000000.0,2.0,1.0,100.0,500.0,80.0,3.0,1.0,50.0,1.0,2.0,0.0,500000.0,30.0,60.0,5.0,1.0,32768.0,24000000.0,256.0,50.0,1000.0,49962,28.0,bugdoc,266,64.66658941985641
0.5,1.0,1651200.0,499200.0,800000000.0,2.0,1.0,100.0,500.0,80.0,3.0,1.0,50.0,1.0,2.0,0.0,500000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,256.0,50.0,1000.0,53190,28.0,bugdoc,266,62.38372945923227
0.5,1.0,1651200.0,499200.0,1866000000.0,2.0,1.0,100.0,500.0,80.0,3.0,1.0,50.0,1.0,2.0,0.0,500000.0,30.0,60.0,5.0,1.0,32768.0,96000000.0,256.0,50.0,1000.0,56026,28.0,bugdoc,266,60.378094128274995
0.5,1.0,1651200.0,499200.0,600000000.0,2.0,1.0,100.0,500.0,80.0,3.0,1.0,50.0,1.0,1.0,1.0,500000.0,30.0,60.0,5.0,1.0,32768.0,24000000.0,256.0,50.0,1000.0,54804,28.0,bugdoc,266,61.2422994789202
0.5,1.0,1651200.0,499200.0,1866000000.0,2.0,1.0,100.0,500.0,10.0,3.0,1.0,50.0,1.0,2.0,0.0,500000.0,30.0,60.0,5.0,1.0,32768.0,24000000.0,256.0,50.0,1000.0,54720,28.0,bugdoc,266,61.30170475670595
0.9,2.0,1651200.0,499200.0,800000000.0,2.0,1.0,100.0,500.0,80.0,3.0,1.0,50.0,1.0,2.0,0.0,500000.0,30.0,60.0,5.0,1.0,32768.0,96000000.0,256.0,50.0,1000.0,51532,28.0,bugdoc,266,63.55627648981308
0.9,1.0,1651200.0,499200.0,800000000.0,2.0,1.0,100.0,500.0,80.0,3.0,1.0,50.0,1.0,2.0,0.0,500000.0,30.0,60.0,5.0,1.0,32768.0,96000000.0,256.0,50.0,1000.0,49792,28.0,bugdoc,266,64.78681438680378
0.5,1.0,1651200.0,499200.0,800000000.0,2.0,1.0,100.0,500.0,10.0,3.0,1.0,50.0,0.0,2.0,0.0,500000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,256.0,50.0,1000.0,53911,28.0,bugdoc,266,61.87383415823785
0.5,1.0,1651200.0,499200.0,800000000.0,2.0,1.0,100.0,500.0,80.0,3.0,1.0,50.0,1.0,2.0,1.0,500000.0,30.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,51579,28.0,bugdoc,266,63.52303782248057
0.5,1.0,1651200.0,499200.0,1866000000.0,2.0,1.0,100.0,500.0,80.0,3.0,1.0,50.0,1.0,1.0,1.0,500000.0,30.0,60.0,5.0,1.0,32768.0,24000000.0,256.0,50.0,1000.0,55616,28.0,bugdoc,266,60.66804846032453
0.5,1.0,1651200.0,499200.0,800000000.0,2.0,1.0,100.0,500.0,80.0,3.0,1.0,50.0,1.0,2.0,1.0,500000.0,30.0,60.0,5.0,1.0,32768.0,96000000.0,256.0,50.0,2000.0,52384,28.0,bugdoc,266,62.95373724370038
0.5,1.0,1651200.0,1804800.0,408000000.0,2.0,1.0,100.0,500.0,80.0,3.0,1.0,50.0,1.0,2.0,0.0,500000.0,30.0,60.0,5.0,1.0,32768.0,24000000.0,256.0,50.0,2000.0,54824,28.0,bugdoc,266,61.22815536516168
0.5,1.0,1651200.0,499200.0,800000000.0,2.0,1.0,100.0,500.0,10.0,3.0,1.0,50.0,1.0,2.0,0.0,500000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,256.0,50.0,1000.0,55431,28.0,bugdoc,266,60.79888151259078
0.5,1.0,499200.0,2265600.0,800000000.0,2.0,1.0,60.0,500.0,80.0,3.0,1.0,50.0,1.0,2.0,0.0,500000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,256.0,50.0,1000.0,56123,28.0,bugdoc,266,60.309495176546214
0.5,1.0,1804800.0,499200.0,800000000.0,2.0,1.0,100.0,500.0,80.0,3.0,1.0,50.0,1.0,2.0,0.0,500000.0,30.0,30.0,5.0,1.0,32768.0,24000000.0,256.0,50.0,1000.0,50554,28.0,bugdoc,266,64.2479236526044
0.5,1.0,1651200.0,499200.0,2133000000.0,2.0,1.0,100.0,500.0,80.0,3.0,1.0,50.0,1.0,2.0,1.0,500000.0,30.0,60.0,5.0,1.0,32768.0,24000000.0,256.0,50.0,2000.0,54769,28.0,bugdoc,266,61.2670516779976
0.5,1.0,1651200.0,499200.0,800000000.0,2.0,1.0,100.0,500.0,80.0,3.0,1.0,50.0,1.0,2.0,0.0,500000.0,60.0,60.0,5.0,1.0,32768.0,24000000.0,256.0,50.0,1000.0,49706,28.0,bugdoc,266,64.8476340759654
